cristin_result_id,tittel,ar,kategori,kanal,lenke,temaer,forfattere_utdrag,antall_forfattere,ntnu_forskere_i_utvalget,finansiering
2109409,"Artificial Intelligence Ambidexterity, Adaptive Transformation Capability, and Their Impact on Performance Under Tumultuous Times",2022,Academic article,Lecture Notes in Computer Science (LNCS),https://doi.org/10.1007/978-3-031-15342-6_3,Maskinlæring og dyp læring,Rogier van de Wetering; Patrik Mikalef; Denis Dennehy,3,Patrik Mikalef,
2026756,Assessing the Implementation of AI Integrated CRM System for B2C Relationship Management: Integrating Contingency Theory and Dynamic Capability View Theory,2022,Academic article,Information Systems Frontiers,https://doi.org/10.1007/s10796-022-10261-w,Maskinlæring og dyp læring,Sheshadri Chatterjee; Patrick Mikalef; Sangeeta Khorana; Hatice Kizgin,4,Patrik Mikalef,
2109418,From intuitive to data-driven decision-making in digital transformation: A framework of prevalent managerial archetypes,2022,Academic article,Digital Business,https://doi.org/10.1016/j.digbus.2022.100045,Maskinlæring og dyp læring,Philipp Korherr; Dominik Kanbach; Sascha Kraus; Patrik Mikalef,4,Patrik Mikalef,
2045817,A Review of Deep Learning-based Human Activity Recognition on Benchmark Video Datasets,2022,Academic article,Applied Artificial Intelligence,https://doi.org/10.1080/08839514.2022.2093705,Maskinlæring og dyp læring,Vijeta Sharma; Manjari Gupta; Anil Kumar Pandey; Deepti Mishra; Ajai Kumar,5,Vijeta Sharma; Deepti Mishra,
2006880,Improving language skills and encouraging reading habits in primary education: A Pilot Study using NAO Robot,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/SII52469.2022.9708843,,Dipesh Pandey; Anushka Subedi; Deepti Mishra,3,Deepti Mishra,
2017267,Revolutionary transformations in twentieth century: making AI-assisted software development,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1515/9783110709247-001,Maskinlæring og dyp læring,Binayak Parashar; Inderjeet Kaur; Anupama Sharma; Pratima Singh; Deepti Mishra,5,Deepti Mishra,
2061836,Automated 3D burr detection in cast manufacturing using sparse convolutional neural networks,2022,Academic article,Journal of Intelligent Manufacturing,https://doi.org/10.1007/s10845-022-02036-6,"Datasyn; Maskinlæring og dyp læring; Digital tvilling, produksjon og industri 4.0",Ahmed Kedir Mohammed; Johannes Kvam; Ingrid Fjordheim Onstein; Marianne Bakken; Helene Schulerud,5,Ahmed Kedir Mohammed,NFR
2030732,Automatic length estimation of free-swimming fish using an underwater 3D range-gated camera,2022,Academic article,Aquacultural Engineering,https://doi.org/10.1016/j.aquaeng.2022.102227,"Marin autonomi og fartøy; Regulering, MPC og estimering; Datasyn; Akvakultur og fiskeri",Petter Risholm; Ahmed Kedir Mohammed; Trine Kirkhus; Sigmund Clausen; Leonid Vasilyev; Ole Folkedal,9,Ahmed Kedir Mohammed,EC/H2020; NFR; NFR
2096839,Autonomous subsea intervention (SEAVENTION),2022,Academic article,IFAC-PapersOnLine,https://doi.org/10.1016/j.ifacol.2022.10.459,Marin autonomi og fartøy,Aksel Andreas Transeth; Ingrid Schjølberg; Anastasios Lekkas; Petter Risholm; Ahmed Kedir Mohammed; Martin Breivik Skaldebø,10,Ingrid Schjølberg; Anastasios Lekkas; Ahmed Kedir Mohammed,NFR; NFR
2030197,Automating risk of bias assessment in systematic reviews: a real-time mixed methods comparison of human researchers to a machine learning system,2022,Academic article,BMC Medical Research Methodology,https://doi.org/10.1186/s12874-022-01649-y,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Patricia Sofia Jacobsen Jardim; Christopher James Rose; Heather Melanie R Ames; Jose Francisco Meneses Echavez; Stijn Rita Patrick van de Velde; Ashley Elizabeth Muller,6,Ashley Elizabeth Muller,
2073514,An offline mobile access control system based on self-sovereign identity standards,2022,Academic article,Computer Networks,https://doi.org/10.1016/j.comnet.2022.109434,"Regulering, MPC og estimering",Alexander Heireth Enge; Abylay Satybaldy; Mariusz Nowostawski,3,Mariusz Nowostawski,
2054326,Decentralized Identity Management for E-Health Applications: State-of-the-Art and Guidance for Future Work,2022,Academic article,Blockchain in Healthcare Today (BHTY),https://doi.org/10.30953/bhty.v5.195,"Regulering, MPC og estimering; Medisinsk AI og robotikk",Abylay Satybaldy; Anton Hasselgren; Mariusz Nowostawski,3,Mariusz Nowostawski,
1980839,Success factors of an early EHR system for child and adolescent mental health: Lessons learned for future practice data-driven decision aids,2022,Academic chapter/article/Conference paper,,https://doi.org/10.3233/SHTI220057,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Kaban Koochakpour; Øystein Nytrø; Odd Sverre Westbye; Bennett Leventhal; Roman A Koposov; Victoria Bakken,9,Øystein Nytrø; Thomas Brox Røst,NFR
2083858,AI/Human Augmentation: A Study on Chatbot – Human Agent Handovers,2022,Academic article,IFIP Advances in Information and Communication Technology,https://doi.org/10.1007/978-3-031-17968-6_8,Maskinlæring og dyp læring,Polyxeni Vassilakopoulou; Ilias Pappas,2,Ilias Pappas,NFR
2351592,Deriving Design Principles for AI-Adaptive Learning Systems: Findings from Interviews with Experts,2022,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/4316543,Maskinlæring og dyp læring,Tumaini Kabudi; Ilias Pappas; Dag Håkon Olsen,3,Ilias Pappas,
2050514,Deriving Design Principles for AI-Adaptive Learning Systems: Findings from Interviews with Experts,2022,Academic article,Lecture Notes in Computer Science (LNCS),https://doi.org/10.1007/978-3-031-15342-6_7,Maskinlæring og dyp læring,Tumaini Kabudi; Ilias Pappas; Dag Håkon Olsen,3,Ilias Pappas,
2038537,Developing human/AI interactions for chat-based customer services: lessons learned from the Norwegian government,2022,Academic article,European Journal of Information Systems,https://doi.org/10.1080/0960085X.2022.2096490,Maskinlæring og dyp læring,Polyxeni Vassilakopoulou; Arve Haug; Leif Martin Salvesen; Ilias Pappas,4,Ilias Pappas,NAV; NFR
2050515,The Role of Organizational Culture on Artificial Intelligence Capabilities and Organizational Performance,2022,Academic article,Lecture Notes in Computer Science (LNCS),https://doi.org/10.1007/978-3-031-15342-6_2,Maskinlæring og dyp læring,Katja Bley; Simen Fredrik Brunvand Fredriksen; Mats Eide Skjærvik; Ilias Pappas,4,Ilias Pappas,NFR
2102296,"Responsible AI: Concepts, critical perspectives and an Information Systems research agenda",2022,Academic article,Scandinavian Journal of Information Systems (SJIS),https://hdl.handle.net/11250/3106405,Maskinlæring og dyp læring,Polyxeni Vassilakopoulou; Elena Parmiggiani; Arisa Shollo; Miria Grisot,4,Elena Parmiggiani,NFR
2036200,Effect of hue shift towards robustness of convolutional neural networks,2022,Academic article,IS&T International Symposium on Electronic Imaging Science and Technology,https://doi.org/10.2352/EI.2022.34.15.COLOR-156,"Datasyn; Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Kanjar De; Marius Pedersen,2,Marius Pedersen,
2068351,Enhancement of clustering techniques by coupling clustering tree and neural network: Application to brain tumour segmentation,2022,Academic article,Expert Systems,https://doi.org/10.1111/exsy.13176,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Michael Osadebey; Marius Pedersen; Meeta Kalra; Dag Waaler; Nizar Bouguila,5,Marius Pedersen,
2067671,Learning the Distribution-Based Temporal Knowledge With Low Rank Response Reasoning for UAV Visual Tracking,2022,Academic article,IEEE Transactions on Intelligent Transportation Systems (T-ITS),https://doi.org/10.1109/TITS.2022.3200829,Droner og luftfartøy; Datasyn,Guoxia Xu; Hao Wang; Meng Zhao; Marius Pedersen; Hu Zhu,5,Marius Pedersen,
2093038,Hyperspectral Imaging of Steel to Assess Corrosion Severity in a Remote Inspection Regime,2022,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/3861538,Datasyn,Bahman Raeissi; Torbjørn Skramstad,2,Torbjørn Skramstad,NFR
2083910,Causal versus Marginal Shapley Values for Robotic Lever Manipulation Controlled using Deep Reinforcement Learning,2022,Academic article,American Control Conference (ACC),https://doi.org/10.23919/ACC53348.2022.9867807,Manipulasjon og industrirobotikk; Læringsbasert kontroll og RL,Sindre Benjamin Remman; Inga Strumke; Anastasios M. Lekkas,3,Sindre Benjamin Remman; Inga Strumke; Anastasios Lekkas,NFR
2094240,Predicting Tacrolimus Exposure in Kidney Transplanted Patients Using Machine Learning,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/CBMS55023.2022.00014,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Andrea Storås; Anders Åsberg; Pål Halvorsen; Michael Alexander Riegler; Inga Strumke,5,Inga Strumke,
2094280,"Research proposal: Explainability methods for machine learning
systems for multimodal medical datasets",2022,Academic chapter/article/Conference paper,,https://doi.org/10.1145/3524273.3533925,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Andrea Storås; Inga Strumke; Michael Alexander Riegler; Pål Halvorsen,4,Inga Strumke,
2003190,To explain or not to explain? Artificial intelligence explainability in clinical decision support systems,2022,Academic article,PLOS Digital Health,https://doi.org/10.1371/journal.pdig.0000016,"Maskinlæring og dyp læring; Medisinsk AI og robotikk; Sikkerhet, verifisering og risiko",Julia Amann; dennis Vetter; Stig Nikolaj Fasmer Blomberg; Helle Collatz Christensen; Megan Coffee; Sara Gerke,14,Inga Strumke,
2033050,Gab-SSDS: An AI-Based Similar Days Selection Method for Load Forecast,2022,Academic article,Frontiers in Energy Research,https://doi.org/10.3389/fenrg.2022.844838,Maskinlæring og dyp læring,Zoran Janković; Boban Vesin; Aleksander Selakov; Lasse Berntzen,4,Boban Vesin,NFR
2138417,Integrating Machine Learning Techniques into the Decision-making Process for Hydro Scheduling,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/APPEEC53445.2022.10072120,Maskinlæring og dyp læring,Jiehong Kong; Hans Ivar Skjelbred; Piri Babayev; Zhirong Yang,4,Zhirong Yang,
2075105,Paramixer: Parameterizing Mixing Links in Sparse Factors Works Better than Dot-Product Self-Attention,2022,Academic article,Computer Vision and Pattern Recognition,https://doi.org/10.1109/CVPR52688.2022.00077,Datasyn,Tong Yu; Ruslan Khalitov; Lei Cheng; Zhirong Yang,4,Zhirong Yang,NFR
2021815,Sparse factorization of square matrices with application to neural attention modeling,2022,Academic article,Neural Networks,https://doi.org/10.1016/j.neunet.2022.04.014,Maskinlæring og dyp læring,Ruslan Khalitov; Tong Yu; Lei Cheng; Zhirong Yang,4,Zhirong Yang,NFR
2076606,Autonomous mapping and spectroscopic analysis of distributed radiation fields using aerial robots,2022,Academic article,Autonomous Robots,https://doi.org/10.1007/s10514-022-10064-7,"Droner og luftfartøy; Navigasjon, SLAM og sensorfusjon",Frank Mascarich; Mihir Kulkarni; Paolo De Petris; Taylor Wilson; Konstantinos Alexis,5,Konstantinos Alexis; Mihir Vinay Kulkarni,
2070228,Autonomous teamed exploration of subterranean environments using legged and aerial robots,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/ICRA46639.2022.9812401,Droner og luftfartøy; Manipulasjon og industrirobotikk,Mihir Kulkarni; Mihir Dharmadhikari; Marco Tranzatto; Samuel Zimmermann; Victor Reijgwart; Paolo De Petris,13,Konstantinos Alexis; Nikhil Vijay Khedekar; Mihir Vinay Kulkarni; Mihir Rahul Dharmadhikari,
2049383,CERBERUS in the DARPA Subterranean Challenge,2022,Academic article,Science robotics,https://doi.org/10.1126/scirobotics.abp9742,,Marco Tranzatto; Takahiro Miki; Mihir Dharmadhikari; Lukas Bernreiter; Mihir Kulkarni; Frank Mascarich,11,Konstantinos Alexis; Mihir Vinay Kulkarni; Mihir Rahul Dharmadhikari,
1985992,CERBERUS: Autonomous Legged and Aerial Robotic Exploration in the Tunnel and Urban Circuits of the DARPA Subterranean Challenge,2022,Academic article,Field Robotics,https://doi.org/10.55417/fr.2022011,Droner og luftfartøy; Manipulasjon og industrirobotikk,Marco Tranzatto; Frank Mascarich; Lukas Bernreiter; Carolina Godinho; Marco Camurri; Shehryar Khattak,41,Konstantinos Alexis; Nikhil Vijay Khedekar,
2070940,MIMOSA: A Multi-Modal SLAM Framework for Resilient Autonomy against Sensor Degradation,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/IROS47612.2022.9981108,"Navigasjon, SLAM og sensorfusjon",Nikhil Khedekar; Mihir Kulkarni; Konstantinos Alexis,3,Konstantinos Alexis; Nikhil Vijay Khedekar; Mihir Vinay Kulkarni,NFR
2072951,Marsupial Walking-and-Flying Robotic Deployment for Collaborative Exploration of Unknown Environments,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/SSRR56537.2022.10018768,,Paolo De Petris; Shehryar Khattak; Mihir Dharmadhikari; Gabriel Waibel; Dinh Huan Nguyen; Markus Montenegro,9,Konstantinos Alexis; Nikhil Vijay Khedekar; Mihir Rahul Dharmadhikari,NFR
2070181,Motion Primitives-based Navigation Planning using Deep Collision Prediction,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/ICRA46639.2022.9812231,"Navigasjon, SLAM og sensorfusjon",Dinh Huan Nguyen; Sondre Holm Fyhn; Paolo De Petris; Konstantinos Alexis,4,Konstantinos Alexis,NFR
2071127,RMF-Owl: A Collision-Tolerant Flying Robot for Autonomous Subterranean Exploration,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/ICUAS54217.2022.9836115,,Paolo De Petris; Dinh Huan Nguyen; Mihir Dharmadhikari; Mihir Kulkarni; Nikhil Vijay Khedekar; Frank Mascarich,7,Konstantinos Alexis; Nikhil Vijay Khedekar; Mihir Vinay Kulkarni; Mihir Rahul Dharmadhikari,NFR
2070230,Risk-aware Motion Planning for Collision-tolerant Aerial Robots subject to Localization Uncertainty,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/IROS47612.2022.9981597,"Droner og luftfartøy; Regulering, MPC og estimering; Navigasjon, SLAM og sensorfusjon; Sikkerhet, verifisering og risiko",Paolo De Petris; Mihir Dharmadhikari; Dinh Huan Nguyen; Konstantinos Alexis,4,Konstantinos Alexis; Mihir Rahul Dharmadhikari,NFR
2026608,A Persistent Sea-Going Platform for Robotic Fish Telemetry Using a Wave-Propelled USV: Technical Solution and Proof-of-Concept,2022,Academic article,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2022.857623,Marin autonomi og fartøy; Akvakultur og fiskeri,Alberto Dallolio; Helge Bostwick Bjerck; Henning Andre Urke; Jo Arve Alfredsen,4,Jo Arve Alfredsen; Alberto Dallolio,
1947675,Design and Validation of a Course Control System for a Wave-Propelled Unmanned Surface Vehicle,2022,Academic article,Field Robotics,https://doi.org/10.55417/fr.2022025,"Regulering, MPC og estimering",Alberto Dallolio; Henning Øveraas; Jo Arve Alfredsen; Thor Inge Fossen; Tor Arne Johansen,5,Henning Øveraas; Tor Arne Johansen; Thor Inge Fossen; Jo Arve Alfredsen; Alberto Dallolio,NFR; NFR
2097677,Design and validation of a system of autonomous fish tracking vehicles,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1109/OCEANS47191.2022.9977384,Akvakultur og fiskeri,Nikolai Lauvås; Henning Andrè Urke; Jo Arve Alfredsen,3,Nikolai Lauvås; Jo Arve Alfredsen,
2097568,Adaptive Underwater Robotic Sampling of Dispersal Dynamics in the Coastal Ocean,2022,Academic chapter/article/Conference paper,,https://doi.org/10.1007/978-3-030-95459-8_37,Marin autonomi og fartøy,Gunhild Elisabeth Berget; Jo Eidsvik; Morten Alver; Frédéric Py; Esten Ingar Grøtli; Tor Arne Johansen,6,Morten Omholt Alver; Tor Arne Johansen; Jo Eidsvik,NFR; NFR; SIGMA2; SIGMA2
2090738,Campaign For Hyperspectral Data Validation In North Atlantic Coastal Waters,2022,Academic article,"Workshop on Hyperspectral Image and Signal Processing, Evolution in Remote Sensing",https://doi.org/10.1109/WHISPERS56178.2022.9955134,Datasyn,Esmée Oudijk; Oliver Kevin Hasler; Henning Øveraas; Sabine Marty; David Roddan Williamson; Torbjørn Karl Svendsen,20,Joseph Landon Garrett; Simen Berg; Henning Øveraas; Daniel Ørnes Halvorsen; Oliver Kevin Hasler; Adrienne Esmeralda Oudijk; Morten Omholt Alver; Annette Stahl; Roger Birkeland; Tor Arne Johansen; Torbjørn Karl Svendsen; Alberto Dallolio,NFR; NFR; NFR; NFR; EDUCATION; NFR; NFR; EEA; NFR; NFR; NFR
2090752,On-Board Characterization Of Hyperspectral Image Exposure And Cloud Coverage By Compression Ratio,2022,Academic article,"Workshop on Hyperspectral Image and Signal Processing, Evolution in Remote Sensing",https://doi.org/10.1109/WHISPERS56178.2022.9955117,Datasyn,Roger Birkeland; Simen Berg; Milica Orlandic; Joseph Garrett,4,Joseph Landon Garrett; Simen Berg; Milica Orlandic; Roger Birkeland,NFR; NFR
2141097,Design of a Digital Twin of Gate Valves for Partial Stroke Testing,2022,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/3996481,"Medisinsk AI og robotikk; Digital tvilling, produksjon og industri 4.0",Ludvig Jonathan Björklund; Markus Glaser; Sebastian Imle; Mary Ann Lundteigen,4,Ludvig Jonathan Björklund; Mary Ann Lundteigen,
2127570,"A domain-based and reactive COLAV
method with a partially COLREGs-compliant domain for ASVs operating in confined waters",2022,Academic article,Field Robotics,https://doi.org/10.55417/fr.2022022,,Emil Hjelseth Thyri; Morten Breivik,2,Morten Breivik,NFR
2041366,Collision avoidance for ASVs through trajectory planning: MPC with COLREGs-compliant nonlinear constraints,2022,Academic article,"MIC Journal: Modeling, Identification and Control",https://doi.org/10.4173/mic.2022.2.2,"Regulering, MPC og estimering",Emil Hjelseth Thyri; Morten Breivik,2,Morten Breivik,NFR
2042566,NTNU Shore Control Lab: Designing shore control centres in the age of autonomous ships,2022,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/2311/1/012030,,Ole Andreas Alsos; Erik Aleksander Veitch; Leander Spyridon Pantelatos; Kjetil Vasstein; Egil Eide; Felix-Marcel Petermann,7,Erik Aleksander Veitch; Kjetil Vasstein; Felix-Marcel Petermann; Leander Spyridon Pantelatos; Ole Andreas Alsos; Egil Sverre Eide; Morten Breivik,NFR; NFR; NFR; NFR
2127555,Partly COLREGs-compliant collision avoidance for ASVs using encounter-specific velocity obstacles,2022,Academic article,IFAC-PapersOnLine,https://doi.org/10.1016/j.ifacol.2022.10.406,,Emil Hjelseth Thyri; Morten Breivik,2,Morten Breivik,NFR
2082650,milliAmpere: An Autonomous Ferry Prototype,2022,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/2311/1/012029,,Edmund Førland Brekke; Egil Eide; Bjørn-Olav Holtung Eriksen; Erik Falmår Wilthil; Morten Breivik; Even Skjellaug,14,Erik Aleksander Veitch; Anastasios Lekkas; Edmund Førland Brekke; Ole Andreas Alsos; Tor Arne Johansen; Egil Sverre Eide; Morten Breivik,NFR; NFR; NFR
2015753,Heterogeneous multi-sensor tracking for an autonomous surface vehicle in a littoral environment,2022,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2022.111168,"Marin autonomi og fartøy; Navigasjon, SLAM og sensorfusjon",Øystein Kaarstad Helgesen; Kjetil Vasstein; Edmund Førland Brekke; Annette Stahl,4,Kjetil Vasstein; Annette Stahl; Edmund Førland Brekke,NFR; NFR
